date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Apr 15,6:00pm,USD,Empire State Manufacturing Index,High,2024-04-15 18:00:00,False,-14.3,-5.2,worse
 Apr 15,6:00pm,USD,Retail Sales m/m,High,2024-04-15 18:00:00,False,0.7%,0.4%,better
 Apr 15,6:00pm,USD,FOMC Member Williams Speaks,Low,2024-04-15 18:00:00,False,,,
 Apr 15,7:30pm,USD,Business Inventories m/m,Low,2024-04-15 19:30:00,False,0.4%,0.3%,worse
 Apr 15,7:30pm,USD,NAHB Housing Market Index,Low,2024-04-15 19:30:00,False,51,51,
 Apr 15,Day 1,All,IMF Meetings,Low,2024-04-15 00:00:00,False,,,
 Apr 16,5:30am,USD,FOMC Member Daly Speaks,Low,2024-04-16 05:30:00,False,,,
 Apr 16,7:00am,CNY,New Home Prices m/m,Low,2024-04-16 07:00:00,False,-0.34%,,
 Apr 16,7:30am,CNY,Industrial Production y/y,High,2024-04-16 07:30:00,False,4.5%,6.0%,worse
 Apr 16,7:30am,CNY,GDP q/y,Medium,2024-04-16 07:30:00,False,5.3%,4.8%,better
 Apr 16,7:30am,CNY,Retail Sales y/y,Medium,2024-04-16 07:30:00,False,3.1%,5.1%,worse
 Apr 16,7:30am,CNY,Fixed Asset Investment ytd/y,Low,2024-04-16 07:30:00,False,4.5%,4.0%,better
 Apr 16,7:30am,CNY,NBS Press Conference,Low,2024-04-16 07:30:00,False,,,
 Apr 16,7:30am,CNY,Unemployment Rate,Low,2024-04-16 07:30:00,False,5.2%,5.2%,
 Apr 16,11:30am,EUR,German WPI m/m,Low,2024-04-16 11:30:00,False,0.2%,0.1%,
 Apr 16,11:30am,GBP,Claimant Count Change,High,2024-04-16 11:30:00,False,10.9K,17.2K,better
 Apr 16,11:30am,GBP,Average Earnings Index 3m/y,Medium,2024-04-16 11:30:00,False,5.6%,5.5%,better
 Apr 16,11:30am,GBP,Unemployment Rate,Low,2024-04-16 11:30:00,False,4.2%,4.0%,worse
 Apr 16,2:30pm,EUR,Italian Trade Balance,Low,2024-04-16 14:30:00,False,6.03B,3.44B,better
 Apr 16,2:30pm,EUR,Trade Balance,Low,2024-04-16 14:30:00,False,17.9B,27.3B,worse
 Apr 16,2:30pm,EUR,German ZEW Economic Sentiment,Low,2024-04-16 14:30:00,False,42.9,35.9,better
 Apr 16,2:30pm,EUR,ZEW Economic Sentiment,Low,2024-04-16 14:30:00,False,43.9,37.8,better
 Apr 16,5:45pm,CAD,Housing Starts,Low,2024-04-16 17:45:00,False,242K,244K,
 Apr 16,6:00pm,CAD,CPI m/m,High,2024-04-16 18:00:00,False,0.6%,0.7%,worse
 Apr 16,6:00pm,CAD,Median CPI y/y,High,2024-04-16 18:00:00,False,2.8%,3.0%,worse
 Apr 16,6:00pm,CAD,Trimmed CPI y/y,High,2024-04-16 18:00:00,False,3.1%,3.2%,worse
 Apr 16,6:00pm,CAD,Common CPI y/y,Medium,2024-04-16 18:00:00,False,2.9%,3.1%,worse
 Apr 16,6:00pm,CAD,Core CPI m/m,Low,2024-04-16 18:00:00,False,0.5%,,
 Apr 16,6:00pm,USD,Building Permits,Medium,2024-04-16 18:00:00,False,1.46M,1.51M,worse
 Apr 16,6:00pm,USD,Housing Starts,Low,2024-04-16 18:00:00,False,1.32M,1.48M,worse
 Apr 16,6:30pm,USD,FOMC Member Jefferson Speaks,Low,2024-04-16 18:30:00,False,,,
 Apr 16,6:45pm,USD,Industrial Production m/m,Medium,2024-04-16 18:45:00,False,0.4%,0.4%,
 Apr 16,6:45pm,USD,Capacity Utilization Rate,Low,2024-04-16 18:45:00,False,78.4%,78.5%,
 Apr 16,7:00pm,GBP,CB Leading Index m/m,Low,2024-04-16 19:00:00,False,-0.3%,,
 Apr 16,Day 2,All,IMF Meetings,Low,2024-04-16 00:00:00,False,,,
 Apr 16,7:47pm,NZD,GDT Price Index,Low,2024-04-16 19:47:00,False,0.1%,,
 Apr 16,8:00pm,AUD,CB Leading Index m/m,Low,2024-04-16 20:00:00,False,-0.3%,,
 Apr 16,8:00pm,EUR,German Buba President Nagel Speaks,Low,2024-04-16 20:00:00,False,,,
 Apr 16,10:00pm,USD,FOMC Member Williams Speaks,Low,2024-04-16 22:00:00,False,,,
 Apr 16,10:30pm,GBP,BOE Gov Bailey Speaks,High,2024-04-16 22:30:00,False,,,
 Apr 16,10:30pm,USD,FOMC Member Barkin Speaks,Medium,2024-04-16 22:30:00,False,,,
 Apr 16,10:45pm,CAD,BOC Gov Macklem Speaks,High,2024-04-16 22:45:00,False,,,
 Apr 16,10:45pm,USD,Fed Chair Powell Speaks,High,2024-04-16 22:45:00,False,,,
 Apr 17,1:30am,CAD,Annual Budget Release,Low,2024-04-17 01:30:00,False,,,
 Apr 17,4:15am,NZD,CPI q/q,High,2024-04-17 04:15:00,False,0.6%,0.6%,
 Apr 17,5:20am,JPY,Trade Balance,Low,2024-04-17 05:20:00,False,-0.70T,-0.30T,worse
 Apr 17,6:00am,AUD,MI Leading Index m/m,Low,2024-04-17 06:00:00,False,-0.1%,,
 Apr 17,11:30am,GBP,CPI y/y,High,2024-04-17 11:30:00,False,3.2%,3.1%,better
 Apr 17,11:30am,GBP,Core CPI y/y,Low,2024-04-17 11:30:00,False,4.2%,4.1%,better
 Apr 17,11:30am,GBP,PPI Input m/m,Low,2024-04-17 11:30:00,False,-0.1%,0.1%,worse
 Apr 17,11:30am,GBP,PPI Output m/m,Low,2024-04-17 11:30:00,False,0.2%,0.2%,
 Apr 17,11:30am,GBP,RPI y/y,Low,2024-04-17 11:30:00,False,4.3%,4.2%,better
 Apr 17,2:00pm,GBP,HPI y/y,Low,2024-04-17 14:00:00,False,-0.2%,0.2%,worse
 Apr 17,2:30pm,EUR,Final Core CPI y/y,Low,2024-04-17 14:30:00,False,2.9%,2.9%,
 Apr 17,2:30pm,EUR,Final CPI y/y,Low,2024-04-17 14:30:00,False,2.4%,2.4%,
 Apr 17,3:07pm,EUR,German 30-y Bond Auction,Low,2024-04-17 15:07:00,False,2.62|3.2,,
 Apr 17,4:30pm,GBP,BOE Quarterly Bulletin,Low,2024-04-17 16:30:00,False,,,
 Apr 17,5:35pm,GBP,MPC Member Greene Speaks,Low,2024-04-17 17:35:00,False,,,
 Apr 17,6:00pm,CAD,Foreign Securities Purchases,Low,2024-04-17 18:00:00,False,-8.78B,10.10B,worse
 Apr 17,Day 3,All,IMF Meetings,Low,2024-04-17 00:00:00,False,,,
 Apr 17,8:00pm,USD,Crude Oil Inventories,Low,2024-04-17 20:00:00,False,2.7M,1.6M,worse
 Apr 17,9:30pm,GBP,BOE Gov Bailey Speaks,High,2024-04-17 21:30:00,False,,,
 Apr 17,11:30pm,EUR,ECB President Lagarde Speaks,Medium,2024-04-17 23:30:00,False,,,
 Apr 17,11:30pm,GBP,MPC Member Haskel Speaks,Low,2024-04-17 23:30:00,False,,,
 Apr 17,11:30pm,USD,Beige Book,Low,2024-04-17 23:30:00,False,,,
 Apr 18,1:30am,USD,TIC Long-Term Purchases,Low,2024-04-18 01:30:00,False,71.5B,40.2B,better
 Apr 18,3:00am,USD,FOMC Member Mester Speaks,Medium,2024-04-18 03:00:00,False,,,
 Apr 18,4:00am,USD,FOMC Member Bowman Speaks,Low,2024-04-18 04:00:00,False,,,
 Apr 18,7:00am,AUD,Employment Change,High,2024-04-18 07:00:00,False,-6.6K,7.2K,worse
 Apr 18,7:00am,AUD,Unemployment Rate,High,2024-04-18 07:00:00,False,3.8%,3.9%,better
 Apr 18,7:00am,AUD,NAB Quarterly Business Confidence,Low,2024-04-18 07:00:00,False,-2,,
 Apr 18,7:00am,AUD,RBA Bulletin,Low,2024-04-18 07:00:00,False,,,
 Apr 18,10:00am,JPY,Tertiary Industry Activity m/m,Low,2024-04-18 10:00:00,False,1.5%,0.4%,better
 Apr 18,11:30am,CHF,Trade Balance,Low,2024-04-18 11:30:00,False,3.54B,3.22B,better
 Apr 18,1:30pm,EUR,Current Account,Low,2024-04-18 13:30:00,False,29.5B,45.2B,worse
 Apr 18,2:15pm,EUR,Spanish 10-y Bond Auction,Low,2024-04-18 14:15:00,False,3.25|1.8,,
 Apr 18,3:30pm,EUR,German Buba Monthly Report,Low,2024-04-18 15:30:00,False,,,
 Apr 18,5:30pm,EUR,German Buba President Nagel Speaks,Low,2024-04-18 17:30:00,False,,,
 Apr 18,6:00pm,USD,Unemployment Claims,High,2024-04-18 18:00:00,False,212K,215K,
 Apr 18,6:00pm,USD,Philly Fed Manufacturing Index,Medium,2024-04-18 18:00:00,False,15.5,1.5,better
 Apr 18,6:35pm,USD,FOMC Member Bowman Speaks,Low,2024-04-18 18:35:00,False,,,
 Apr 18,6:45pm,USD,FOMC Member Bowman Speaks,Low,2024-04-18 18:45:00,False,,,
 Apr 18,6:45pm,USD,FOMC Member Williams Speaks,Low,2024-04-18 18:45:00,False,,,
 Apr 18,7:30pm,USD,Existing Home Sales,Medium,2024-04-18 19:30:00,False,4.19M,4.20M,
 Apr 18,7:30pm,USD,CB Leading Index m/m,Low,2024-04-18 19:30:00,False,-0.3%,-0.1%,worse
 Apr 18,Day 4,All,IMF Meetings,Low,2024-04-18 00:00:00,False,,,
 Apr 18,8:00pm,USD,Natural Gas Storage,Low,2024-04-18 20:00:00,False,50B,54B,better
 Apr 18,8:30pm,USD,FOMC Member Bostic Speaks,Low,2024-04-18 20:30:00,False,,,
 Apr 18,9:30pm,CHF,Gov Board Member Martin Speaks,Low,2024-04-18 21:30:00,False,,,
 Apr 19,3:15am,USD,FOMC Member Bostic Speaks,Low,2024-04-19 03:15:00,False,,,
 Apr 19,5:00am,JPY,National Core CPI y/y,Low,2024-04-19 05:00:00,False,2.6%,2.7%,worse
 Apr 19,11:30am,EUR,German PPI m/m,Low,2024-04-19 11:30:00,False,0.2%,0.0%,better
 Apr 19,11:30am,GBP,Retail Sales m/m,High,2024-04-19 11:30:00,False,0.0%,0.3%,worse
 Apr 19,2:40pm,CNY,Foreign Direct Investment ytd/y,Low,2024-04-19 14:40:00,False,-26.1%,,
 Apr 19,7:45pm,GBP,MPC Member Breeden Speaks,Low,2024-04-19 19:45:00,False,,,
 Apr 19,7:45pm,GBP,MPC Member Ramsden Speaks,Low,2024-04-19 19:45:00,False,,,
 Apr 19,Day 5,All,IMF Meetings,Low,2024-04-19 00:00:00,False,,,
 Apr 19,10:00pm,GBP,MPC Member Mann Speaks,Low,2024-04-19 22:00:00,False,,,
 Apr 20,12:30am,EUR,German Buba President Nagel Speaks,Low,2024-04-20 00:30:00,False,,,
 Apr 20,1:30am,USD,FOMC Financial Stability Report,Low,2024-04-20 01:30:00,False,,,
 Apr 20,Day 6,All,IMF Meetings,Low,2024-04-20 00:00:00,False,,,
 Apr 22,4:31am,GBP,Rightmove HPI m/m,Low,2024-04-22 04:31:00,False,1.1%,,
 Apr 22,6:45am,CNY,1-y Loan Prime Rate,Medium,2024-04-22 06:45:00,False,3.45%,3.45%,
 Apr 22,6:45am,CNY,5-y Loan Prime Rate,Medium,2024-04-22 06:45:00,False,3.95%,3.95%,
 Apr 22,8:30am,NZD,Credit Card Spending y/y,Low,2024-04-22 08:30:00,False,1.4%,,
 Apr 22,6:00pm,CAD,IPPI m/m,Low,2024-04-22 18:00:00,False,0.8%,0.8%,
 Apr 22,6:00pm,CAD,NHPI m/m,Low,2024-04-22 18:00:00,False,0.0%,0.1%,worse
 Apr 22,6:00pm,CAD,RMPI m/m,Low,2024-04-22 18:00:00,False,4.7%,2.9%,better
 Apr 22,7:30pm,EUR,Consumer Confidence,Low,2024-04-22 19:30:00,False,-15,-14,worse
 Apr 22,9:00pm,EUR,ECB President Lagarde Speaks,Medium,2024-04-22 21:00:00,False,,,
 Apr 23,4:30am,AUD,Flash Manufacturing PMI,Low,2024-04-23 04:30:00,False,49.9,,
 Apr 23,4:30am,AUD,Flash Services PMI,Low,2024-04-23 04:30:00,False,54.2,,
 Apr 23,6:00am,JPY,Flash Manufacturing PMI,Low,2024-04-23 06:00:00,False,49.9,48.0,better
 Apr 23,10:30am,JPY,BOJ Core CPI y/y,Low,2024-04-23 10:30:00,False,2.2%,2.3%,worse
 Apr 23,11:30am,GBP,Public Sector Net Borrowing,Low,2024-04-23 11:30:00,False,11.0B,8.9B,worse
 Apr 23,12:45pm,EUR,French Flash Manufacturing PMI,High,2024-04-23 12:45:00,False,44.9,46.9,worse
 Apr 23,12:45pm,EUR,French Flash Services PMI,High,2024-04-23 12:45:00,False,50.5,48.9,better
 Apr 23,1:00pm,EUR,German Flash Manufacturing PMI,High,2024-04-23 13:00:00,False,42.2,42.8,worse
 Apr 23,1:00pm,EUR,German Flash Services PMI,High,2024-04-23 13:00:00,False,53.3,50.6,better
 Apr 23,1:30pm,EUR,Flash Manufacturing PMI,Medium,2024-04-23 13:30:00,False,45.6,46.5,worse
 Apr 23,1:30pm,EUR,Flash Services PMI,Medium,2024-04-23 13:30:00,False,52.9,51.8,better
 Apr 23,1:30pm,GBP,MPC Member Haskel Speaks,Low,2024-04-23 13:30:00,False,,,
 Apr 23,2:00pm,GBP,Flash Manufacturing PMI,High,2024-04-23 14:00:00,False,48.7,50.3,worse
 Apr 23,2:00pm,GBP,Flash Services PMI,High,2024-04-23 14:00:00,False,54.9,53.0,better
 Apr 23,4:45pm,GBP,MPC Member Pill Speaks,Low,2024-04-23 16:45:00,False,,,
 Apr 23,6:00pm,EUR,German Buba President Nagel Speaks,Low,2024-04-23 18:00:00,False,,,
 Apr 23,7:15pm,USD,Flash Manufacturing PMI,High,2024-04-23 19:15:00,False,49.9,52.0,worse
 Apr 23,7:15pm,USD,Flash Services PMI,High,2024-04-23 19:15:00,False,50.9,52.0,worse
 Apr 23,7:29pm,USD,Richmond Manufacturing Index,Medium,2024-04-23 19:29:00,False,-7,-7,
 Apr 23,7:30pm,USD,New Home Sales,Medium,2024-04-23 19:30:00,False,693K,668K,better
 Apr 24,4:15am,NZD,Trade Balance,Low,2024-04-24 04:15:00,False,588M,-505M,better
 Apr 24,5:20am,JPY,SPPI y/y,Low,2024-04-24 05:20:00,False,2.3%,2.1%,better
 Apr 24,7:00am,AUD,CPI q/q,High,2024-04-24 07:00:00,False,1.0%,0.8%,better
 Apr 24,7:00am,AUD,CPI y/y,High,2024-04-24 07:00:00,False,3.5%,3.4%,better
 Apr 24,7:00am,AUD,Trimmed Mean CPI q/q,High,2024-04-24 07:00:00,False,1.0%,0.8%,better
 Apr 24,12:30pm,EUR,German Buba President Nagel Speaks,Low,2024-04-24 12:30:00,False,,,
 Apr 24,1:30pm,CHF,UBS Economic Expectations,Low,2024-04-24 13:30:00,False,17.6,,
 Apr 24,1:30pm,EUR,German ifo Business Climate,Medium,2024-04-24 13:30:00,False,89.4,88.9,better
 Apr 24,3:03pm,EUR,German 10-y Bond Auction,Low,2024-04-24 15:03:00,False,2.54|2.5,,
 Apr 24,3:30pm,GBP,CBI Industrial Order Expectations,Low,2024-04-24 15:30:00,False,-23,-16,worse
 Apr 24,6:00pm,CAD,Core Retail Sales m/m,Medium,2024-04-24 18:00:00,False,-0.3%,0.0%,worse
 Apr 24,6:00pm,CAD,Retail Sales m/m,Medium,2024-04-24 18:00:00,False,-0.1%,0.1%,worse
 Apr 24,6:00pm,USD,Core Durable Goods Orders m/m,Medium,2024-04-24 18:00:00,False,0.2%,0.3%,
 Apr 24,6:00pm,USD,Durable Goods Orders m/m,Medium,2024-04-24 18:00:00,False,2.6%,2.5%,
 Apr 24,6:25pm,EUR,Belgian NBB Business Climate,Low,2024-04-24 18:25:00,False,-11.9,-9.6,worse
 Apr 24,6:30pm,CNY,CB Leading Index m/m,Low,2024-04-24 18:30:00,False,-0.2%,,
 Apr 24,8:00pm,USD,Crude Oil Inventories,Low,2024-04-24 20:00:00,False,-6.4M,1.6M,better
 Apr 24,11:00pm,CAD,BOC Summary of Deliberations,Low,2024-04-24 23:00:00,False,,,
 Apr 25,All Day,NZD,Bank Holiday,None,2024-04-25 00:00:00,True,,,
 Apr 25,All Day,AUD,Bank Holiday,None,2024-04-25 00:00:00,True,,,
 Apr 25,11:30am,EUR,German GfK Consumer Climate,Low,2024-04-25 11:30:00,False,-24.2,-25.9,better
 Apr 25,All Day,EUR,Italian Bank Holiday,None,2024-04-25 00:00:00,True,,,
 Apr 25,1:30pm,EUR,ECB Economic Bulletin,Low,2024-04-25 13:30:00,False,,,
 Apr 25,3:30pm,GBP,CBI Realized Sales,Low,2024-04-25 15:30:00,False,-44,-2,worse
 Apr 25,6:00pm,USD,Advance GDP q/q,High,2024-04-25 18:00:00,False,1.6%,2.5%,worse
 Apr 25,6:00pm,USD,Unemployment Claims,High,2024-04-25 18:00:00,False,207K,214K,better
 Apr 25,6:00pm,USD,Advance GDP Price Index q/q,Medium,2024-04-25 18:00:00,False,3.1%,3.0%,
 Apr 25,6:00pm,USD,Goods Trade Balance,Low,2024-04-25 18:00:00,False,-91.8B,-91.1B,
 Apr 25,6:00pm,USD,Prelim Wholesale Inventories m/m,Low,2024-04-25 18:00:00,False,-0.4%,0.2%,better
 Apr 25,7:30pm,USD,Pending Home Sales m/m,High,2024-04-25 19:30:00,False,3.4%,0.3%,better
 Apr 25,8:00pm,USD,Natural Gas Storage,Low,2024-04-25 20:00:00,False,92B,87B,worse
 Apr 25,8:45pm,EUR,German Buba President Nagel Speaks,Low,2024-04-25 20:45:00,False,,,
 Apr 26,4:31am,GBP,GfK Consumer Confidence,Low,2024-04-26 04:31:00,False,-19,-20,better
 Apr 26,5:00am,JPY,Tokyo Core CPI y/y,Medium,2024-04-26 05:00:00,False,1.6%,2.2%,worse
 Apr 26,7:00am,AUD,Import Prices q/q,Low,2024-04-26 07:00:00,False,-1.8%,0.1%,worse
 Apr 26,7:00am,AUD,PPI q/q,Low,2024-04-26 07:00:00,False,0.9%,0.9%,
 Apr 26,8:52am,JPY,BOJ Outlook Report,High,2024-04-26 08:52:00,False,,,
 Apr 26,8:52am,JPY,BOJ Policy Rate,High,2024-04-26 08:52:00,False,<0.10%,<0.10%,
 Apr 26,8:52am,JPY,Monetary Policy Statement,High,2024-04-26 08:52:00,False,,,
 Apr 26,12:00pm,JPY,BOJ Press Conference,High,2024-04-26 12:00:00,False,,,
 Apr 26,12:30pm,EUR,Spanish Unemployment Rate,Low,2024-04-26 12:30:00,False,12.3%,11.8%,worse
 Apr 26,1:30pm,CHF,SNB Chairman Jordan Speaks,Medium,2024-04-26 13:30:00,False,,,
 Apr 26,1:30pm,EUR,M3 Money Supply y/y,Low,2024-04-26 13:30:00,False,0.9%,0.5%,better
 Apr 26,1:30pm,EUR,Private Loans y/y,Low,2024-04-26 13:30:00,False,0.2%,0.3%,worse
 Apr 26,6:00pm,USD,Core PCE Price Index m/m,High,2024-04-26 18:00:00,False,0.3%,0.3%,
 Apr 26,6:00pm,USD,Personal Income m/m,Low,2024-04-26 18:00:00,False,0.5%,0.5%,
 Apr 26,6:00pm,USD,Personal Spending m/m,Low,2024-04-26 18:00:00,False,0.8%,0.6%,better
 Apr 26,7:30pm,USD,Revised UoM Consumer Sentiment,High,2024-04-26 19:30:00,False,77.2,77.9,worse
 Apr 26,7:30pm,USD,Revised UoM Inflation Expectations,Low,2024-04-26 19:30:00,False,3.2%,,
 Apr 29,All Day,JPY,Bank Holiday,None,2024-04-29 00:00:00,True,,,
 Apr 29,All Day,EUR,German Prelim CPI m/m,High,2024-04-29 00:00:00,True,0.5%,0.6%,worse
 Apr 29,12:30pm,EUR,Spanish Flash CPI y/y,Medium,2024-04-29 12:30:00,False,3.3%,3.4%,worse
 Apr 29,2:43pm,EUR,Italian 10-y Bond Auction,Low,2024-04-29 14:43:00,False,3.86|1.3,,
 Apr 30,4:31am,GBP,BRC Shop Price Index y/y,Low,2024-04-30 04:31:00,False,0.8%,,
 Apr 30,5:00am,JPY,Unemployment Rate,Low,2024-04-30 05:00:00,False,2.6%,2.5%,worse
 Apr 30,5:20am,JPY,Prelim Industrial Production m/m,Low,2024-04-30 05:20:00,False,3.8%,3.4%,better
 Apr 30,5:20am,JPY,Retail Sales y/y,Low,2024-04-30 05:20:00,False,1.2%,2.5%,worse
 Apr 30,6:30am,NZD,ANZ Business Confidence,Medium,2024-04-30 06:30:00,False,14.9,,
 Apr 30,7:00am,AUD,Retail Sales m/m,Medium,2024-04-30 07:00:00,False,-0.4%,0.2%,worse
 Apr 30,7:00am,AUD,Private Sector Credit m/m,Low,2024-04-30 07:00:00,False,0.3%,0.4%,worse
 Apr 30,7:00am,CNY,Manufacturing PMI,High,2024-04-30 07:00:00,False,50.4,50.3,
 Apr 30,7:00am,CNY,Non-Manufacturing PMI,Medium,2024-04-30 07:00:00,False,51.2,52.3,worse
 Apr 30,7:15am,CNY,Caixin Manufacturing PMI,Low,2024-04-30 07:15:00,False,51.4,51.0,better
 Apr 30,10:30am,JPY,Housing Starts y/y,Low,2024-04-30 10:30:00,False,-12.8%,-7.6%,worse
 Apr 30,11:00am,EUR,French Consumer Spending m/m,Low,2024-04-30 11:00:00,False,0.4%,0.2%,better
 Apr 30,11:00am,EUR,French Flash GDP q/q,Low,2024-04-30 11:00:00,False,0.2%,0.1%,better
 Apr 30,11:30am,EUR,German Import Prices m/m,Low,2024-04-30 11:30:00,False,0.4%,0.1%,better
 Apr 30,11:30am,EUR,German Retail Sales m/m,Low,2024-04-30 11:30:00,False,1.8%,1.3%,better
 Apr 30,12:15pm,EUR,French Prelim CPI m/m,Low,2024-04-30 12:15:00,False,0.5%,0.5%,
 Apr 30,12:30pm,CHF,KOF Economic Barometer,Low,2024-04-30 12:30:00,False,101.8,102.1,worse
 Apr 30,12:30pm,EUR,Spanish Flash GDP q/q,Low,2024-04-30 12:30:00,False,0.7%,0.4%,better
 Apr 30,1:25pm,EUR,German Unemployment Change,Low,2024-04-30 13:25:00,False,10K,7K,worse
 Apr 30,1:30pm,EUR,Italian Prelim GDP q/q,Low,2024-04-30 13:30:00,False,0.3%,0.1%,better
 Apr 30,1:30pm,EUR,German Prelim GDP q/q,Low,2024-04-30 13:30:00,False,0.2%,0.1%,better
 Apr 30,2:00pm,GBP,M4 Money Supply m/m,Low,2024-04-30 14:00:00,False,0.7%,0.4%,better
 Apr 30,2:00pm,GBP,Mortgage Approvals,Low,2024-04-30 14:00:00,False,61K,61K,
 Apr 30,2:00pm,GBP,Net Lending to Individuals m/m,Low,2024-04-30 14:00:00,False,1.8B,1.7B,
 Apr 30,2:30pm,EUR,Core CPI Flash Estimate y/y,Medium,2024-04-30 14:30:00,False,2.7%,2.6%,better
 Apr 30,2:30pm,EUR,CPI Flash Estimate y/y,Medium,2024-04-30 14:30:00,False,2.4%,2.4%,
 Apr 30,2:30pm,EUR,Italian Prelim CPI m/m,Low,2024-04-30 14:30:00,False,0.2%,0.3%,worse
 Apr 30,2:30pm,EUR,Prelim Flash GDP q/q,Low,2024-04-30 14:30:00,False,0.3%,0.1%,better
 Apr 30,6:00pm,CAD,GDP m/m,High,2024-04-30 18:00:00,False,0.2%,0.3%,worse
 Apr 30,6:00pm,USD,Employment Cost Index q/q,High,2024-04-30 18:00:00,False,1.2%,1.0%,better
 Apr 30,6:30pm,USD,S&P/CS Composite-20 HPI y/y,Medium,2024-04-30 18:30:00,False,7.3%,6.7%,better
 Apr 30,6:30pm,USD,HPI m/m,Low,2024-04-30 18:30:00,False,1.2%,0.1%,better
 Apr 30,7:15pm,USD,Chicago PMI,Medium,2024-04-30 19:15:00,False,37.9,44.9,worse
 Apr 30,7:30pm,USD,CB Consumer Confidence,High,2024-04-30 19:30:00,False,97.0,104.0,worse
 May 1,2:30am,NZD,RBNZ Financial Stability Report,Low,2024-05-01 02:30:00,False,,,
 May 1,4:15am,NZD,Employment Change q/q,High,2024-05-01 04:15:00,False,-0.2%,0.3%,worse
 May 1,4:15am,NZD,Unemployment Rate,High,2024-05-01 04:15:00,False,4.3%,4.3%,
 May 1,4:15am,NZD,Labor Cost Index q/q,Low,2024-05-01 04:15:00,False,0.8%,0.8%,
 May 1,All Day,CNY,Bank Holiday,None,2024-05-01 00:00:00,True,,,
 May 1,6:00am,JPY,Final Manufacturing PMI,Low,2024-05-01 06:00:00,False,49.6,49.9,
 May 1,6:30am,NZD,RBNZ Gov Orr Speaks,Medium,2024-05-01 06:30:00,False,,,
 May 1,All Day,CHF,Bank Holiday,None,2024-05-01 00:00:00,True,,,
 May 1,11:30am,GBP,Nationwide HPI m/m,Low,2024-05-01 11:30:00,False,-0.4%,0.1%,worse
 May 1,All Day,EUR,French Bank Holiday,None,2024-05-01 00:00:00,True,,,
 May 1,All Day,EUR,German Bank Holiday,None,2024-05-01 00:00:00,True,,,
 May 1,All Day,EUR,Italian Bank Holiday,None,2024-05-01 00:00:00,True,,,
 May 1,12:00pm,AUD,Commodity Prices y/y,Low,2024-05-01 12:00:00,False,-11.6%,,
 May 1,2:00pm,GBP,Final Manufacturing PMI,Low,2024-05-01 14:00:00,False,49.1,48.7,better
 May 1,2:33pm,GBP,10-y Bond Auction,Low,2024-05-01 14:33:00,False,4.37|3.1,,
 May 1,5:45pm,USD,ADP Non-Farm Employment Change,High,2024-05-01 17:45:00,False,192K,179K,better
 May 1,7:00pm,CAD,Manufacturing PMI,Low,2024-05-01 19:00:00,False,49.4,,
 May 1,7:15pm,USD,Final Manufacturing PMI,High,2024-05-01 19:15:00,False,50.0,49.9,
 May 1,7:30pm,USD,ISM Manufacturing PMI,High,2024-05-01 19:30:00,False,49.2,50.0,worse
 May 1,7:30pm,USD,JOLTS Job Openings,High,2024-05-01 19:30:00,False,8.49M,8.68M,worse
 May 1,7:30pm,USD,ISM Manufacturing Prices,Medium,2024-05-01 19:30:00,False,60.9,55.5,better
 May 1,7:30pm,USD,Construction Spending m/m,Low,2024-05-01 19:30:00,False,-0.2%,0.3%,worse
 May 1,All Day,USD,Wards Total Vehicle Sales,Low,2024-05-01 00:00:00,True,15.7M,15.7M,
 May 1,8:00pm,USD,Crude Oil Inventories,Low,2024-05-01 20:00:00,False,7.3M,-2.3M,worse
 May 1,11:30pm,USD,Federal Funds Rate,High,2024-05-01 23:30:00,False,5.50%,5.50%,
 May 1,11:30pm,USD,FOMC Statement,High,2024-05-01 23:30:00,False,,,
 May 2,12:00am,USD,FOMC Press Conference,High,2024-05-02 00:00:00,False,,,
 May 2,1:45am,CAD,BOC Gov Macklem Speaks,High,2024-05-02 01:45:00,False,,,
 May 2,4:15am,NZD,Building Consents m/m,Low,2024-05-02 04:15:00,False,-0.2%,,
 May 2,5:20am,JPY,Monetary Base y/y,Low,2024-05-02 05:20:00,False,2.1%,1.7%,
 May 2,5:20am,JPY,Monetary Policy Meeting Minutes,Low,2024-05-02 05:20:00,False,,,
 May 2,All Day,CNY,Bank Holiday,None,2024-05-02 00:00:00,True,,,
 May 2,7:00am,AUD,Building Approvals m/m,Low,2024-05-02 07:00:00,False,1.9%,3.5%,worse
 May 2,7:00am,AUD,Goods Trade Balance,Low,2024-05-02 07:00:00,False,5.02B,7.19B,worse
 May 2,10:29am,JPY,Consumer Confidence,Low,2024-05-02 10:29:00,False,38.3,39.7,worse
 May 2,12:00pm,CHF,CPI m/m,High,2024-05-02 12:00:00,False,0.3%,0.1%,better
 May 2,12:00pm,CHF,Retail Sales y/y,Low,2024-05-02 12:00:00,False,-0.1%,0.2%,worse
 May 2,12:45pm,EUR,Spanish Manufacturing PMI,Low,2024-05-02 12:45:00,False,52.2,51.3,better
 May 2,1:00pm,CHF,Manufacturing PMI,Low,2024-05-02 13:00:00,False,41.4,45.5,worse
 May 2,1:15pm,EUR,Italian Manufacturing PMI,Low,2024-05-02 13:15:00,False,47.3,50.3,worse
 May 2,1:20pm,EUR,French Final Manufacturing PMI,Low,2024-05-02 13:20:00,False,45.3,44.9,better
